,Unnamed: 0,search_position,job_location,job_title,company,job_description,job_link
191,191,Data Scientist,"Woodlawn, MD 21207 21207",Data Scientist,SOFTEK,"Your future duties and responsibilities
Experience translating high-level project requirements into technical tasks.Data manipulation and data engineering experience involving structured and unstructured data.Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.Experience with big data and cloud platforms and toolset.Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.Experience in interpreting results from statistical and mathematical models.Experience in advance data visualizations and interpretation.

Required qualifications to be successful in this role
Required: Machine Learning, Predictive Modeling and Python experience
Preferred: Strong Natural Language Processing (NLP)
Preferred: Experience in SAS (preferred) and/or R for complex data manipulation, statistical analysis, and machine learning.
Experience with Forecasting, Time Series Analysis, statistical modeling, etc.
Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.
Required: SQL (preferable in distributed environment, e.g. Greenplum, SQL Server, Oracle).
Preferred but not Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).
Experience using peer-collaboration tools, e.g., Confluence. (Preferred)
Experience using GIT or other version control systems.

Company Description:
SOFTEK is a Minority-Owned Small Business that has been providing technology solutions and consulting to government clients since 2007. We are a leading provider of information technology, consulting and business process services focusing on cloud computing, web content management, Big Data, Health IT, custom application development, business automation, integration solutions and IT managed support that delivers accelerated results for cross-industry organizations.",https://www.indeed.com/rc/clk?jk=ebf16911b3fc9a5d&fccid=71cd63e377ddf1f8&vjs=3
192,192,Data Scientist,+9 locationsRemote,Data Scientist 2 - Assortment - Remote,Nordstrom Inc,"Job Description
Nordstrom is a specialty retailer offering the very best in fashion and customer service since 1901. We live by five simple values that guide how we work together day-to-day and how we deliver data science & analytics products. We are customer-obsessed, owners at heart, curious and ever-changing, we extend ourselves to our peers and our customers, and we’re here to win!
Our Assortment Data Science & Analytics team is re-imagining Nordstrom’s strategy on what we present to our customers. As an integral part of the team, the Data Scientist – Selection will lead our research in the space and implement advanced machine learning & optimization techniques across selection planning with guidance of how much and what to buy. The ideal candidate is a relentless problem solver with strong technical skills and a track record creating innovating, robust data solutions end-to-end. They should be energized by the chance to solve open-ended, high impact research questions and thrive when collaborating with both technical and non-technical partners.
Read this first: Research shows that while men apply to jobs when they meet an average of 60% of the criteria, women and other marginalized folks tend to only apply when they check every box. If you think you have what it takes, but dont necessarily meet every single point on the job description, please still get in touch. Wed love to have a chat to see what skills/experience you are able to bring to this team.
A day in the life…
Partner with key stakeholders to understand the challenges in the selection landscape and their current processes and workflows
Dive deep into complex business problems and immerse yourself in Nordstrom data & outcomes
Drive research on potential analytical approaches within the assortment domain and bring forth ideas & plans for how to execute them
Develop, assess, and deploy statistical and machine learning models that make large scale selection recommendations
Collaborate with team members and business partners to deliver high quality solutions that are deployed in production
Design experiments to measure success of selection data products & interpret findings to share with audiences of all technical abilities
You own this if you have…
Ph.D., MS or Bachelor’s degree in, Statistics, Economics, Machine Learning, Operations Research, Computer Science or other quantitative field
2+ years of professional experience analyzing complex data, drawing conclusions, and making recommendations, direct experience in retail a plus
2+ years of experience in extracting & manipulating large data sets from relational databases using SQL
2+ years of professional experience with Python or R
Experienced at developing and implementing statistical and machine learning algorithms (e.g. regression, classification and/or clustering) from inception to deployment
Familiarity with experimental design and the ability to identify, compute and validate the appropriate metrics to measure success
Demonstrated success working in a highly collaborative technical environment (e.g., code sharing, using revision control, contributing to team discussions/workshops, and collaborative documentation)
Passion and aptitude for turning complex business problems into concrete hypotheses that can be answered through rigorous data analysis and experimentation
Expertise in analytical storytelling and stellar communications skills
#LI-EB1
We’ve got you covered…
Our employees are our most important asset and that’s reflected in our benefits. Nordstrom is proud to offer a variety of benefits to support employees and their families, including:
Medical/Vision, Dental, Retirement and Paid Time Away
Life Insurance and Disability
Merchandise Discount and EAP Resources
A few more important points...
The job posting highlights the most critical responsibilities and requirements of the job. It’s not all-inclusive. There may be additional duties, responsibilities and qualifications for this job.
Nordstrom will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
Applicants with disabilities who require assistance or accommodation should contact the nearest Nordstrom location, which can be identified at www.nordstrom.com.
© 2022 Nordstrom, Inc
Current Nordstrom employees: To apply, log into Workday, click the Careers button and then click Find Jobs.
Pay Range Details
The pay range(s) below are provided in compliance with state specific laws. Pay ranges may be different in other locations.
Colorado: $106,500-$159,700, Nevada: $106,500-$159,700",https://www.indeed.com/rc/clk?jk=f593c6920e22b25e&fccid=68ce5c21322a81a4&vjs=3
193,193,Data Scientist,"Denmark, SC",Data Scientist,Nel Hydrogen,"Are you passionate about the energy transition? Join us.
Nel is a global, dedicated hydrogen company, delivering optimal solutions to produce, store, and distribute hydrogen from renewable energy. We serve industries, energy, and gas companies with leading hydrogen technology. Our roots date back to 1927, and since then, we have had a proud history of development and continuous improvement of hydrogen technologies. Today, our solutions cover the entire value chain: from hydrogen production technologies to hydrogen fueling stations, enabling industries to transition to green hydrogen, and providing fuel cell electric vehicles with the same fast fueling and long range as fossil-fueled vehicles – without the emissions.

About the position
In this position you will be part of our global Corporate Technology team and work within the field of Fueling Technology. Your workplace is Herning albeit in a sound global context across functions in Corporate Technology and other functions globally. As our new dedicated and skilled data scientist specialist you will work on technologies for our next generation condition monitoring system.

Responsibilities
We expect you to work with:
Stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mining and analysis of data from company databases to drive optimization and improvement of product development and business strategies.
Predictive modelling to increase and optimize availability for hydrogen fuelling stations with different functional teams In the Nel organization on implementation models, tools, and monitor outcomes.
Development of processes and tools to monitor and analyse model performance and data accuracy.
Qualifications
Education
Ideally you hold a master’s degree in data science or mechanical engineering focused on data analysis.
Required skills and abilities
Ideally you hold a master’s degree in data science or mechanical engineering focused on data analysis. On top of this we imagine the ideal candidate bring:
Strong problem-solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
A drive to learn and master new technologies and techniques.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modelling, clustering, decision trees, neural networks, etc.
Experience from an international company / working abroad will be an advantage.
You are fluent in English, both in writing and verbal.
Equal opportunity employer
Nel is an equal opportunity employer and all qualified applicants will receive consideration for employment regardless of race, colour, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. All employment is decided based on qualifications, merit, and business need.

To apply, please send your cover letter and resumé to recruitment@nelhydrogen.com. Feel free to also contact Senior Director Bo Rohde Jensen directly on +4520667034 or by rohde@nelhydrogen.com for further information.
Applications will be continuously monitored, and the right candidate hired when found. So, do not hesitate to apply.",https://www.indeed.com/rc/clk?jk=52a052c0a16eebe5&fccid=cbba6d6a52bb3c15&vjs=3
194,194,Data Scientist,United States,Associate Data Scientist II,Travelport,"Travelport is a place of opportunity. It’s our incredible team that makes our company great – our people drive our winning culture.
What’s Travelport?
Travelport is a worldwide travel retail platform. Our next-generation marketplace connects buyers and sellers that share our passion for delivering exceptional travel experiences. Unconflicted and independent, we are reinventing a simpler future for travel’s complex ecosystem.
What does a great Data Scientist I do?
Data scientist hired for this position would develop new insights and develops machine learning algorithms for various Travelport products.
Responsibilities:
Using domain knowledge and expertise, participate in the execution of related data science projects to support revenue growth, cost optimization and customer intimacy across Travelport.
Perform data cleansing/transformation, feature engineering, data visualization, and data mining.
Establish scalable, efficient, automated processes for model development, model validation, model implementation and large scale data analysis.
Uses scripting language to develop new insights from available data.
Uses various DBMS and data tools for data manipulation, cleaning, and matching processes.
Delivers statistical and machine learning/predictive models from both internal and external data to provide solutions, insights, and new opportunities for business and product.
Effectively contribute to assigned projects with matrixed teams, including onshore and offshore resources, to deliver and meet project deliverables supporting company goals.
Proactively contribute to the identification of improvement opportunities through systematic measurement and analysis.
Liaise with stakeholders in understanding and identifying the business requirements and needs.
Supports the lines of business with insightful analyses of available data.
Communicate analytical results in a way that is meaningful for business stakeholders and enables actionable insights
Collaborates with COE Architecture, data governance and data & analytics resources to ensure that the information used follows the compliance, access management, and control policies and that it meets the qualification and assurance requirements of the company.
What we look for/who would prosper in this role?
Possess domain knowledge and expertise in at least one of the applications/products and related systems
Experience of working within project teams contributing effectively to meet enterprise PMO standards, utilizing PPM as required.
Experience implementing mathematical modeling for predictive analysis and/or optimization using R, Python, or similar tool/language
Understanding and experience with data warehousing and leading business intelligence technologies.
Exposure to big data platforms such as Hadoop ecosystem
Background in mathematics, operations research, statistics, and/or optimization.
Quantitative analysis background and experience in working with large, complex data systems to aggregate, organize, and prepare data for use in business analysis
Skills / Education
Bachelor's degree in a quantitative field required; Advanced degree preferred
Good knowledge of Microsoft Office (Word, Excel PowerPoint) Visio as applicable
Practical knowledge of using Microsoft Project / PPM
Technical skills dependent on role and will range as below;
Working knowledge of DBMS query languages
Advanced knowledge of at least one programming language (R, Python, Java, etc.)
Working knowledge of statistical software packages (R, SAS, SPSS)
Basic knowledge of big data technologies such as Spark or Hadoop
Basic knowledge of data visualization tools such as GGplot, Qlikview, etc.
Basic understanding of machine learning and deep learning framework
Scope
Contribute to at least one or more products/systems/projects
Performs well-defined tasks and participate in design tasks for well-understood products/systems/projects/architectures
Impact
Tactical:
Plans activities and tasks
Beginning to be self-directing.
Productive with infrequent guidance from others.
As we evolve and grow as a business, so will you.
You will thrive within an inclusive and diverse workplace where you are encouraged to think differently, and have the courage, confidence & ambition to challenge what’s been done before, and be bold to win!
These are just a few of our employee’s favourite benefits/perks…
We believe all employees contribute to the success of the company and should be able to share in that success, which is why all jobs are eligible to participate in our bonus program with any payouts being subject to individual and company performance. We offer a comprehensive benefit program that includes medical, dental, vision, disability, life, a competitive 401(k) match. We make health and wellness a priority and offer a generous paid time off policy as well as contributing to our communities with an annual volunteer day off.
Salary Target: $99,000-$115,000
The salary of the finalist(s) selected for this role will be set based on a variety of factors, including but not limited to, internal equity, experience, education, specialty and training.
Interested? We’d love for you to get in touch!*
*Please note that if your application is progressed, you may be asked to complete a self-recorded video interview, at a time that works best for you. This is your chance to bring your skills & experience to life in your own words and style. Ensure you keep an eye on your junk folder just in case our invitation finds its way there.
We are an equal opportunities employer and will consider all qualified applicants purely on their skills and abilities. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation, if needed.",https://www.indeed.com/rc/clk?jk=6907f1d70e1f897c&fccid=423797cd29045c3e&vjs=3
195,195,Data Scientist,Remote,Data Scientist,Talent Source,"RoleData ScientistMandatory Technical Skills· Strong experience with Data Management, Data Engineering (extract, transform, process) and Reporting· Strong knowledge and experience on Azure Machine Learning (AML), Azure Data Factory (ADF)· Strong experience in Python, R, SQL· Experienced on big data technologies – Azure Data Lake, Azure Databricks, Spark· Experienced on Power BI, Hive, Jupyter, Keras, OpenCV, TensorFlow· Experienced developing models using Azure AI services – Custom Vision, Computer Vision· Experienced on traditional statistical model building (Regression, Classification, Time series, Segmentation etc.), Machine learning (Random Forest, Boosting, SVM, KNN etc).· Knowledge of deep learning techniques (like CNN, RNN, LSTM, Transfer learning) and NLP techniques (like Stemming, Lemmatization, Named entity extraction, LDA, Latent semantic analysis etc.)· Good communication skills – written and verbal· Experienced with Agile methodology (DevOps), GitHub· Language support needed – English· Additional language support desired (at least one) - Spanish, German, FrenchTotal Experience Required 6+ yearsWork Location - RedmondJob Types: Full-time, ContractSalary: $90.00 - $150.00 per hourSchedule:8 hour shiftMonday to FridayEducation:Master's (Preferred)Experience:Python, SQL: 5 years (Preferred)Data Engineering: 5 years (Preferred)Work Location: Remote",https://www.indeed.com/company/Cure-Medical-Lab/jobs/Data-Scientist-e0878e52bbde8b07?fccid=aa6ebcb5b0920358&vjs=3
196,196,Data Scientist,"Redmond, WA 98052 98052",Data Scientist IV,Nexintech Inc.,"Job Responsibilities: Collaborate with researchers and engineers to build AR/VR experiments that explore novel technologies, interface concepts, and models.Explore and train machine learning models.Build and maintain model training and evaluation pipelines.Analyze quantitative data from experiments to draw insights on core research problems.Write reports documenting research findings.Minimum Qualifications: Masters degree in computer science, human-computer interaction, cognitive neuroscience, machine learning, or related field.Minimum of 3 years experience analyzing and modeling data for human participants.Minimum of 3 years writing code to analyze and model quantitative data with Python.Minimum of 3 years of experience using a variety of inferential statistics, computational models, and machine learning (e.g., forecasting, predictive modeling).Interpersonal skills, including cross-group collaboration and cross-culture collaboration.Strong written and verbal communication and project management skills.Must obtain work authorization in country of employment (United States) at the time of hire, and maintain ongoing work authorization during employment.Preferred Qualifications: PhD degree in computer science, human-computer interaction, cognitive neuroscience, machine learning, or related field.Proven track record of achieving research results and innovation as demonstrated by first-authored publications in peer-reviewed journals/conferences and/or patents.Familiarity with AR/VR technologies and literature.Job Types: Full-time, ContractPay: $73.00 per hourBenefits:Paid time offSchedule:8 hour shiftExperience:analyzing and modeling data for human participants: 3 years (Required)writing Python code to analyze and model quantitative data: 3 years (Required)using computational models, and machine learning: 3 years (Required)Work Location: One location",https://www.indeed.com/company/Nexintech-Inc./jobs/Data-Scientist-4386d5f2f63ab5a0?fccid=a8d894a8aed9a81a&vjs=3
197,197,Data Scientist,"Remote in Minneapolis, MN+3 locations",Image Data Scientist,University of Minnesota,"Required Qualifications
Master’s Degree in Computer Science, Computer Engineering, Data Science or equivalent with one or more years of research training
Demonstrated ability to apply basic signal processing methods (e.g., noise, Fourier-based processing) or training in signal processing (e.g., course work, workshop)
A high degree of accountability and independence
Evidence of excellent communication skills in the form of instructional videos, written manuals, etc.
Demonstrated ability to work on a number of projects simultaneously
Preferred Qualifications
Experience in at least one microscope modality
Experience in microscopy image processing and analysis
Experience in another image modality such as neuroimaging
Experience working with Citizen Science or crowdsourcing projects
The University of Minnesota Informatics Institute (UMII) seeks to hire a skilled and motivated Image Data Scientist to work on image data, primarily generated at the University Imaging Centers.
While an excellent degree of independence is expected, this position will have the support of a network of analysts within the unit and across Research Computing, with expertise ranging from image analysis, neuroimaging, genomics, AI, and HPC. Furthermore, an established network of collaborators around the world means that the candidate will be able to find mentoring and overcome most of the roadblocks in their way.
Job Duties and Responsibilities
Work with researchers across the U of Minnesota system (five campuses) to address existing and emerging needs in the space of Image Data Science.
Meet with scientists to understand the needs of their project and create an appropriate plan of action to deliver results in a timely manner, with a focus on reproducible science.
Help researchers to map molecular targets by developing image analysis pipelines for data coming from cutting edge developments in image-based -omics systems.
Beyond microscopy, an established collaboration with the Zooniverse.org platform and other Citizen Science researchers at the U of M will provide the opportunity to work on data as varied as ancient manuscripts, wild animals and medical images, aggregating annotations generated by tens of thousands of volunteers around the world for training AI models. To perform the analyses, aside from a dedicated mobile workstation, a wide range of computational resources are available at the University of Minnesota, including powerful cutting-edge AI-capable workstations at the UIC and the vast computational resources available at the Minnesota Supercomputing Institute, a sibling unit of UMII within Research Computing.
Prepare manuscripts for publication and work with journal editors/reviewers for publication.
The Office of the Vice President for Research (OVPR) and UMII endorse a “work with flexibility” approach that offers a welcoming and flexible work environment where everyone is inspired to do their best. Work location options at the University of Minnesota include working fully remote, partially remote, or entirely in the office and are based on the work of the position. Some on-site work may be necessary for certain positions, even those designated as fully remote.
This UMII position has responsibilities that will require on-site work up to 50% of the time, with options for management-approved flexible work arrangements. The office for this staff position is located in the Cancer Cardiovascular Research Building on the Twin Cities, East Bank Campus.
The University of Minnesota Informatics Institute (UMII) fosters and accelerates data-intensive research across the University system in agriculture, arts, design, engineering, environment, health, humanities, and social sciences through informatics services, competitive grants, and consultation. UMII serves as the link to connect the research community to the services related to managing data across the data life cycle.
We offer:
Working with image data in an ever-changing landscape of cutting-edge instrumentation. The data will include a wide range of microscopy modalities, including multi-photon confocals, slide scanners, and small-animal imaging among many others.
An established history of collaborations around the globe.
Integration in national and international networks of image analysts.
A highly collaborative research environment.
Applications must be submitted online. To be considered for this position, please click the Apply button and follow the instructions. You will be given the opportunity to complete an online application for the position and attach a cover letter and resume.
Additional documents may be attached after application by accessing your ""My Job Applications"" page and uploading documents in the ""My Cover Letters and Attachments"" section.
To request an accommodation during the application process, please e-mail employ@umn.edu or call (612) 624-UOHR (8647).
The University recognizes and values the importance of diversity and inclusion in enriching the employment experience of its employees and in supporting the academic mission. The University is committed to attracting and retaining employees with varying identities and backgrounds.
The University of Minnesota provides equal access to and opportunity in its programs, facilities, and employment without regard to race, color, creed, religion, national origin, gender, age, marital status, disability, public assistance status, veteran status, sexual orientation, gender identity, or gender expression. To learn more about diversity at the U: http://diversity.umn.edu.
Any offer of employment is contingent upon the successful completion of a background check. Our presumption is that prospective employees are eligible to work here. Criminal convictions do not automatically disqualify finalists from employment.

Please note: All employees at the University of Minnesota are required to comply with the University’s Administrative Policy: COVID-19 Vaccination and Safety Protocol by either providing proof of being fully vaccinated on their first day of employment, or complete a request for an exemption for medical exemption or religious reasons. To learn more please visit: https://safe-campus.umn.edu/return-campus/get-the-vax
The University of Minnesota, Twin Cities (UMTC)
The University of Minnesota, Twin Cities (UMTC), is among the largest public research universities in the country, offering undergraduate, graduate, and professional students a multitude of opportunities for study and research. Located at the heart of one of the nation's most vibrant, diverse metropolitan communities, students on the campuses in Minneapolis and St. Paul benefit from extensive partnerships with world-renowned health centers, international corporations, government agencies, and arts, nonprofit, and public service organizations.",https://www.indeed.com/rc/clk?jk=1dae29d71bbdccb9&fccid=5c42f0ed4ae5b712&vjs=3
198,198,Data Scientist,"Austin, TX 78758 78758 (North Austin area)",Data Scientist,Kershner Trading,"Kershner Trading Group is a leading proprietary trading and technology firm, headquartered in Austin, Texas with offices in midtown Manhattan, NY and Chicago, IL. We provide capital and infrastructure to in-house quantitative and discretionary traders. We currently have an opening in our Austin, Texas headquarters for a Data Scientist.

Responsibilities:

Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies
Provide valuable input to software engineers in order to enhance our back testing engine and data analysis tools for predictive model analysis
Collaborate with the team in order to enhance the trading software, reduce slippage and increase model efficiency

Requirements:

A passion for analyzing large data sets
Programming experience in Python
Entrepreneurial spirit

Preferred Qualifications


Experience in C++ and Linux
Knowledge of US stock market
Enthusiasm for looking at datasets in many different ways
Familiarity with algorithmic trading

What's in it for you?


Work with cutting edge, low latency technology
Grow and sharpen your skills on a daily basis
Join an environment that embraces team spirit

",https://www.indeed.com/rc/clk?jk=b7eaab8d08f701b8&fccid=2ca957655873bec7&vjs=3
199,199,Data Scientist,"Chevy Chase, MD 20815 20815+8 locations",Data Scientist (ALL LEVELS) - DS EVENT,GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic modeling initiatives. We see our projects through the entire data science lifecycle, from problem definition to data exploration, data munging, modeling, analysis, and deployment into production systems. We maintain a close partnership with IT to ensure that our models can be deployed quickly and monitored in a flexible deployment framework.
As a Data Scientist, you will be a member of this diverse and highly skilled team. On any given day, you may be exploring new data sets with a business or IT partner, learning the intricacies of a business process, building models, or coordinating the productionalization of a model. You will use a variety of tools (including SQL, Python, R, Spark, and shell scripting) in a variety of environments (including various databases, Linux servers, and Hadoop). You’ll work in a highly collaborative, team environment where you will quickly develop wide ranging exposure to new methods and best practices for conducting data science in a commercial environment.
Expected Qualifications:
Bachelor’s degree in a quantitative discipline, such as statistics, data science, computer science, mathematics, engineering, physics, etc. Advanced degree strongly preferred
2+ years’ experience and solid understanding of machine learning techniques. Academic and internship experience may also be considered.
2+ years' experience of combined industry/academic experience with predictive modeling, and advanced analytics
Solid understanding and experience with advanced statistics and modern machine learning predictive techniques such as GLMs, decision trees, forests, boosted ensembles, neural networks, deep learning, etc.
Strong coding skills using common data science tools, such as Python (strongly preferred), R, Linux/Unix command line and shell scripting, etc.
Strong skills in data processing using SQL, Hive, Impala, Spark, or equivalent querying language
Familiarity with distributed storage and big data computing technology (AWS, Hadoop, Spark, etc.)
Excellent communication skills
Passion for extracting hidden insights and building machine learning systems that enhance business outcomes
To ensure our associates receive the training and support needed to excel and thrive, associates hired for this position are generally required to work at the GEICO building during their orientation period. GEICO follows federal and state guidance and legal requirements regarding measures designed to limit the spread of COVID-19, including masking and social distancing. Measures may vary by GEICO location.
At GEICO, we make sure you have the support and resources to leverage and develop your skills, secure your financial future, and take care of your health and well-being. GEICO continually seeks to provide a workplace where everyone can be their authentic self. To help achieve this goal, we support associate-led Employee Resource Groups that foster a true sense of community. Through GEICO’s competitive benefits offerings and various training and development opportunities, we have you covered with our Total Rewards Program* includes:
Premier Medical, Dental and Vision Insurance with no waiting period**
Paid Vacation, Sick and Parental Leave
401(k) Plan with Profit Sharing
Tuition Reimbursement
Paid Training and LicensuresBenefits may be different by location. Benefit eligibility requirements vary and may include length of service.
**Coverage begins with the pay period after hire date. Must enroll in New Hire Benefits within 30 days of the date of hire for coverage to take effect.
GEICO is an equal opportunity employer. GEICO conducts drug screens and background checks on applicants who accept employment offers.
GEICO is proud to be an equal opportunity employer. We are committed to cultivating an environment where equal employment opportunities are available to all associates and job applicants regardless of race, color, religious creed, national origin, ancestry, age, gender, pregnancy, sexual orientation, gender identity, marital status, familial status, disability or genetic information, in compliance with applicable federal, state and local law. GEICO celebrates diversity and believes it is critical to our success. As such, we are committed to recruit, develop and retain the most talented individuals to join our team.
#LI-AM1",https://www.indeed.com/rc/clk?jk=8cd5dcf2ec849dba&fccid=71b1543b29473502&vjs=3
200,200,Data Scientist,+1 locationRemote,Data Scientist,Madison Logic,"About Madison Logic:
Our team is reshaping B2B marketing and having fun in the process! As a truly global company, we take pride in the diverse backgrounds of our team. When joining Madison Logic, you are committing to giving 100% and always striving for more. Work with & learn from an incredible group of people who care about your success as much as they care about their own. Our team is at the heart of what we do and our success starts with you!
Remote work note: Please refer to the job posting detail to determine what (if any) remote work options apply. Where applicable, remote work must be conducted from your home office located in a jurisdiction in which Madison Logic has the legal right to operate. It requires availability and responsiveness on a full-time basis from a distraction free environment with access to high-speed internet. Please inquire for more details.Australia: Remote Work is available to all applicants residing & authorized to work in New South Wales.India: Remote Work is available to all applicants residing & authorized to work in the Bangaluru Region/Karnataka State.United Kingdom: Remote Work is available to all applicants residing & authorized to work in the UKUnited States: Remote Work is available to applicants who reside in, and are authorized to work from, the following states: Arizona, California, Colorado, Connecticut, Florida, Georgia, Illinois, Massachusetts, New York, Oregon, Texas, Utah, Virginia, Washington State.
Singapore: Remote Work is available to all applicants residing & authorized to work in Singapore
About The Job:
Madison Logic is an industry-leading, rapidly growing MarTech company in B2B lead generation space. We are looking for a Data Scientist to contribute to the evolution of the business and discover new insights in this rapidly changing field. Reporting to the Director of Data, you will be instrumental in defining and building the function. You must be a data and strategy focused individual with the ability to apply machine learning and artificial intelligence to real business challenges. If the idea of defining the data science function appeals to you, then you will love growing with us!
What You'll Do:
Act as a hands-on Data Scientist by tackling a rich set of tangible problems that have measurable business impacts
Participate in brainstorming sessions
Apply your math, optimization, machine learning and AI skills to solve business challenges
Partner with internal stakeholders to assess and provide data analysis & strategy recommendations for business questions
Keep up to date on trends, tools and research
Job Requirements:
PhD + 1 year of experience outside an academic setting or Masters in Data Science with 3+ years of professional experience
Experience with Python or R (bonus points for both)
Working knowledge of Regression Analysis, model testing, logistic regression, GLM
Sound knowledge of statistic & random variables
Knowledge of one or more of: GBM, K-means, Neural Networks, SVMs, Bayesian Networks, NLP etc
Knowledge of one or more frameworks: Tensorflow; Scikit; Pytorch; Keras, etc
Knowledge of SQL
Benefits & Perks:
Opportunities for Advancement – As We Grow, You Grow!
Competitive Benefits including Medical, Dental, Vision, FSA plans, 401k with Company Match and employer-paid life insurance
Commuter Benefits (Transit & Parking)
Generous Paid Time Off including: 10 paid Holidays, 3 weeks' Vacation (to start!), Sick Time, Summer Friday Program, Volunteer Days, and Parental Leave
Development Opportunities including Global Mobility Program & Education Reimbursement
Company Outings, Social & Charity Events, Sponsored Healthy Hours & Happy Hours
Discounted Gym Memberships and other wellness initiatives
An innovative, energetic culture and a fantastic team!
Expected Salary (Dependent Upon Experience & Location):
Base Salary Range: $110,000 - $120,000
Additional Compensation: $7,500 - $10,000
Pay Transparency:
We are committed to paying our team equitably for their work, commensurate with their individual skills and experience. Salary Range and additional compensation, including discretionary bonuses and incentive pay, are determined by a rigorous review process taking into account the experience, education, certifications and skills required for the specific role, equity with similarly situated team members, as well as employer-verified region-specific market data provided by an independent 3rd party partner.
We will provide more information about our perks & benefits upon request.

Who We Are:
 Our Vision: We empower B2B organizations globally to convert their best accounts faster

Our Values: #TEAM #OWNIT #RESPECT #EXCEL #EMPOWER
Our Commitment to Diversity & Inclusion:
Madison Logic is proud to be an equal opportunity employer. We are committed to equal employment opportunity regardless of sex, race, color, religion, national origin, sexual orientation, age, marital status, disability, gender identity or Veteran status.
Privacy Disclosure:
All of the information collected in this form and/or by your application by submission of your online profile is necessary and relevant to the performance of the job applied for. We will process the information provided by you in this form, your CV (including physical and online resume profiles), by the referees you have noted, and by the educational institutions with whom we may undertake to verify your qualifications with, in accordance with our privacy policy and for recruitment purposes only.
For more information on how we process the information you have provided including relevant lawful bases (where relevant) please see our privacy policy which is available on our website (https://www.madisonlogic.com/privacy/).",https://www.indeed.com/rc/clk?jk=748e50f4b4e21f9d&fccid=b812544c2237ac63&vjs=3
