,company,job_description,job_link,job_location,job_title,search_position
127,OS National,"Are you intrigued by the thought of revolutionizing a trillion-dollar industry? Do you want to be part of a cutting-edge company that is customer-obsessed? A company growing at lightning speed that is full of career growth opportunities. If so, we are seeking smart, customer-focused, and energetic professionals to join our team to help us to the next level of excellence!Who is OS National LLC.?OS National LLC is a Title and Escrow company that focuses on providing boutique service on a national platform. Our delivery solutions include a full complement of origination and default services directed at leading national mortgage originators and servicers. We offer a centralized, single point of contact which creates efficiency throughout our process and reduces operating costs for everyone involved. We are part of the Opendoor family, revolutionizing the home buying experience.OS National is a place where you can begin your career AND expand your professional development. We appreciate different points of view and understand that appreciation leads to innovation. We want to partner with you to grow your career because we understand that our business benefits when your career expands and blossoms.WE BELIEVE IN:  Kindness. Appreciation. Growth. Respect.The Data Engineer position is a hands-on role that will be part of a team that is responsible for all of our databases, reporting, and integrations utilizing various API’s. This work includes installing and maintaining software, managing our SQL managed instances in Azure, and building out reporting using SSRS, PowerBI, and other various tools. You will be tasked with the overall health and performance for multiple environments including production, staging, testing, and training. You will be the subject matter expert for troubleshooting issues relating to OSN’s databases and provide assistance to the support staff as needed.What You Get to Do:Work with our Business Application (ResWare) team to continuously improve performance, stability, and user experience with the application.Create reports per business need using SSRS.Create live dashboards to meet the business need using PowerBI.Monitor, maintain, and secure all databases.Perform system upgrades.Display the characteristics of a high-quality service organization: reliable; responsive; competent; accessible; professional; credible.Deliver timely communication; understands the need of our users; and provides tangible results from our service activities.Maintains and demonstrates strong technical expertise in key technologies.Demonstrates initiative in recommending enhancements and improvements to our databases and integrations.Responsible for providing high-quality, consistent service levels to our employees and customers. Partner with IT and business personnel to discuss the impact of incidents on products and services.Encourages and builds positive relationships and communicates effectively with all co-workers and vendors.Requirements:Bachelor's degree in Computer Science or combination of related experience and certifications.Expert knowledge of SQLStrong knowledge of SSRS, PowerBI, or other reporting toolsStrong knowledge of API’s and system integrationsStrong teamwork and communication skillsFamiliar with Azure SQL Managed InstancesExperience implementing applicationsResWare experience a plusMust possess advanced level analytical, communication and technology skillsExperienced in documentation and change managementMust be a self-motivated individual with a willingness to work well with others on a regular basisWhy choose OS National?OS National offers its employees a comprehensive suite of benefits that include:- 100% company-paid employee-only health benefits- Competitive compensation- Benefits effective on 1st day of employment- Work-from-home stipend- Volunteer time off and much more!OS National is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender identity, age, pregnancy, genetic information, citizenship status, or any other characteristic protected by law. APPLY FOR THIS JOBJob Type: Full-timePay: From $1.00 per hourBenefits:401(k)Dental insuranceEmployee assistance programEmployee discountHealth insuranceLife insurancePaid time offReferral programVision insuranceSchedule:Monday to FridayApplication Question(s):We are only eligible to hire in the following states: AZ, CA, CO, FL, GA, ID, IN, NC, MI, MN, MO, NC, NV, OH, OR, PA, SC, TN, TX, VA, OR, WV. Do you reside in one of these states?Experience:SQL: 3 years (Preferred)Work Location: Remote",https://www.indeed.com/company/OS-National/jobs/Data-Engineer-f75d9d81cd8d4871?fccid=0fddf6c11e8f5bd5&vjs=3,Remote,Data Engineer,Data Engineer
128,"Corporate Systems Associates, Inc.","JOB ID: T4825 - Data Engineer Level II - Data Catalog/ Lineage/ Meta DataPLEASE NOTE: This is a a contract-to-hire opening and needs to meet Client full-time conversion policies. Those dependent on a work permit sponsor now or anytime in the future (ie H1B, OPT, CPT, etc) do not meet Client requirements for this opening.Must be Skilled in: Data Catalog/ Lineage/ Meta Data Data Engineering team contextualize and provide easy access to data for the entire enterprise. As a Data Engineer Data Catalog, you will play a key role in growing and transforming our analytics landscape. In addition to your strong analytical mind, you will bring your inquisitive attitude and ability to design, build and deploy data solutions that capture explore, transform, and utilize data to support Artificial Intelligence, Machine Learning and business intelligence/insights.Primary Job Duties & Responsibilities· Incorporate core data management competencies including data governance, data security and data quality.· Collaborate within and across teams to support delivery and educate end users on complex data products/analytic environment.· Perform data and system analysis, assessment and resolution for complex defects and incidents and correct as appropriate.· Test data movement, transformation code, and data components.· Stay up to date on all features and functions of software tools.· Work, update, escalate, and resolve trouble tickets submitted by end users.· Work with end users to identify root cause of issues, resolve and train on proper procedure.· Work with development team to gain expert level understanding of the software and extended features.· Develop end user documentation on software functions, procedures, tasks, and troubleshooting.· Train new hires on the use and function of both the software and endpoint device.· Assist in data reconciliation efforts.· Perform other duties as assigned.Minimum Qualifications· Bachelor’s degree or equivalent training with data tools, techniques, and manipulation.· Four years of data engineering or equivalent experience.Education, Work Experience, & Knowledge· Bachelor’s Degree in STEM related field or equivalent· Highly proficient use of tools, techniques, and manipulation including Cloud platforms, programming languages, and a full understanding of modern software engineering practices.· Prior experience with data catalog tools including experience with data lineage, meta data management.Job Specific Technical Skills & Competencies· The ability to deliver work at a steady, predictable pace to achieve commitments, deliver complete solutions but release them in small batches, and identify and negotiate important tradeoffs.· Strong problem solver who ensures systems are built with longevity and creates innovate ways to resolve issues.· Strong written and verbal communication skills with the ability to work collaborate well with team members and business partners.Job Types: Full-time, ContractPay: $50.00 - $70.00 per hourBenefits:401(k)Health insuranceSchedule:8 hour shiftMonday to FridayApplication Question(s):Are you independent of a VISA Sponsor for employment ? (i.e. have your GC-EAD, Green Card, or U.S Citizenship) (*Deal Breaker)Please provide your base salary expectations and if relocation is an option for you. (*Deal Breaker)What is your hourly pay rate you are looking for? (*Deal Breaker)Do you work on W-2 or Corp. to Corp.? (*Deal Breaker)Experience:Data Catalog/ Lineage/ Meta Data: 4 years (Required)Work Location: Remote","https://www.indeed.com/company/Corporate-Systems-Associates,-Inc./jobs/Data-Engineer-Level-49f8d90926373b5a?fccid=ec708f8f577e0931&vjs=3",Remote,Data Engineer Level II - Data Catalog/ Lineage/ Meta Data,Data Engineer
129,"Dynamic Placement Services, LLC","Dynamic’s client is seeking a Data Engineer for a permanent position that’s 100% remote. The candidate will be part of a collaborative 5-person analytics team.NOTE: Candidates must reside in the U.S. and be authorized to work in the U.S. without visa sponsorship. No C2C.Qualifications/Duties:· 5+ years of data analytics and reporting· Data migration· Data warehouse· Build Tableau or Power BI dashboards· Build data pipelines using Azure Databricks· Streamsets· Spark· Pyspark· Azure Data FactoryJob Type: Full-timePay: Up to $120,000.00 per yearSchedule:Monday to FridayApplication Question(s):What is your desired salary?Experience:Azure Databricks: 1 year (Preferred)Work Location: Remote","https://www.indeed.com/company/Dynamic-Placement-Services,-LLC/jobs/Data-Engineer-073a4e2ed84cad43?fccid=b4b5ef3a7571bb88&vjs=3",Remote,Data Engineer (Azure Databricks),Data Engineer
130,"Insight Enterprises, Inc.","Assessment Engineer – Data Protection and StorageWe areInsight Enterprises (NASDAQ: NSIT)*NOT a Data Science Job*NOT looking for candidates right out of school. Must have min of 3 years working experience with Storage architecture and Data ProtectionAs a Fortune 500-ranked global provider of digital innovation, cloud/data center transformation, connected workforce, and supply chain optimization solutions and services, we help clients successfully manage their IT today while transforming for tomorrow.From IT strategy and design to implementation and management, our employees help clients innovate and optimize their operations to run smarter.Microsoft Worldwide AI Partner of the Year, 2018Microsoft Worldwide Modern Desktop Partner of the Year, 2018Microsoft US Partner Award for Intelligent Cloud - Application Innovation, 2019Microsoft US Azure Team Partner Choice Award - Data and Artificial Intelligence, 2019Our Insight Cloud+Data Center Transformation team is searching for an experienced, passionate and professional Assessment Engineer – Data Protection and Storage to join our team.At the heart of every great technology solution is great management, always making sure that the project delivers what it set out to do and matches expectations.Assessment Engineer – Data Protection and StorageAs an Assessment Engineer for Data Protection and Storage at Insight, you will work in a dynamic and leading-edge environment delivering client focused Data Protection (Commvault, Rubrik, Veeam, and Veritas) and Storage (NetApp, Pure, Dell, HPE) Assessments along with other technologies like converged infrastructure solutions. In this role, you will work collaboratively with other Insight teammates (sales, architects, engineers, and partner managers) to qualify assessment nominations including determining scope, level of effort, client outcomes and writing the Statement of Work for delivery of the assessment using Insight templates. The Assessment Engineer will work with the field sales, architect, and delivery engineer SMEs to deliver the assessments which involve a project kickoff, data collection, data analysis, documentation, and findings presentation to the client.What you’ll do at InsightProvide client assessments for:Data Protection solutions consisting of Commvault, Rubrik, Veeam, Veritas NetBackup, Veritas BackupExec, and other backup solutionsStorage and Converged Infrastructure: NetApp, Pure, Dell, Nutanix, HPE, and othersVirtualized Environments: VMware, Hyper-V, etc.Use of public, private or hybrid cloud architecturesApply systems analysis techniques and procedures, including consulting with clients, to determine requirements, operational challenges, outcomes, budget and timeframe.Maintains data collection repositories and recommends new solutions and services including technology upgrades, refreshes, re-platform, and expansion into public cloud (AWS, Azure, GCP)Executes data collection of client environment current state using vendor provided tools, Mitrend, and APTARE to name a few.Document current state, future state identifying risks, health, roadmaps, and recommendations based on quantitative and qualitative data analysis.Presents assessment deliverables to client in partnership with Insight teammates.What you’ll need to join InsightBachelor’s degree in Engineering, Computer Science, Information Technology, or a related field; or equivalent years of working experience.At least 5 years of experience working with information systems technology appropriate to the role, such as data protection, storage, converged infrastructure, virtualization, and/or servers and applications.Expert skills with Microsoft Excel & PowerPointExperience with Structured Query Language (SQL) query development for reporting, and data visualizationExperience with Veritas APTARE and SQL Template Designer is a plusStrong experience in managing and supporting multiple data protection and storage systems in a highly virtualized, and hybrid cloud environments.Growth in technical skills through relevant certifications or other similar achievements is desired.Knowledge of systems analysis techniques and proceduresMust have the ability to keep current with alternative solutions and technology and make recommendations to clients consistent with Insight’s business and system strategies.Ability to effectively communicate, present and articulate strategies across various audiences; clients, sales, marketing, partners, consultants, and executive leaders (internal and external)Eagerness to learn new tools and technologies, and passion to deliver quality deliverables both individually and as part of a team.Accuracy and attention to detail, must have organizational skillsHighlights of the 2021 Insight Corporate Citizenship Report include:In the last year, Insight has been named as a Forbes World’s Best Employer, a Forbes Best Employer for Veterans, a Fortune World’s Most Admired Company and a Fortune Best Workplace for Diversity. Insight also received a score of 95 out of 100 on the Human Rights Campaign Foundation’s 2021 Corporate Equality Index for LGBTQ workplace equality.Insight Digital Innovation launched a Detection and Prevention solution built on the company’s AI and IoT-powered Insight Connected Platform™, providing a scalable foundation to help organizations detect for common signs of COVID-19 and quickly curtail its spread in high-traffic areas.The Community Wireless Broadband solution, designed by Insight’s Cloud + Data Center Transformation team and provided through Insight Public Sector, brings much-needed broadband connectivity to teleworkers and remote students in underserved communities who lack reliable Internet connections.Celebrating diversity and inclusion, Insight held its first Global Harmony Day in recognition of Global Diversity Awareness Month in October 2020. The day united Insight teammates worldwide for a series of candid discussions on diversity, equality and inclusion.Insight’s teammate resource groups, promoting allyship for cultures and communities that have traditionally faced challenges in the workplace, expanded to five groups with the addition of the Afro-Professionals and Allies at Insight group. These teammate-led groups now have more than 1,200 active members.As part of the Insight Reach program, dedicated to empowering children’s lives through technology, the company’s 10 th annual Noble Cause campaign raised $250,000 for charities like the Ronald McDonald House, Make-A-Wish Foundation and the Boys & Girls Club of Arizona. More than $1 million has been donated in the last six years.In It Together Foundation, Insight’s 501(c)(3) charitable non-profit program helping teammates in crisis through teammate contributions and matching company funds, has raised more than $2.15 million since its inception in 2014. Since January 2020, 170 teammates have received support, and Insight’s executive team contributed $250,000 as part of its COVID-19 response to help families hit particularly hard by the pandemic.Environmental sustainability initiatives saved Insight more than $7 million in 2020.As an affiliate member of the Responsible Business Alliance, Insight’s asset disposition program – helping companies securely repurpose old devices and equipment – and diverse supplier program support a commitment to sustainability and equality.Job Type: Full-timePay: $120,000.00 - $160,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible scheduleFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveProfessional development assistanceReferral programRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftSupplemental Pay:Bonus payCOVID-19 considerations:Work is remote from comfort of your own homeExperience:Storage Technology: 3 years (Required)SQL Knowledge: 1 year (Required)Solutions Assessments: 3 years (Required)Work Location: Remote",https://www.indeed.com/company/Insight/jobs/Assessment-Engineer-d7765a37217bf199?fccid=69247daab4a84a92&vjs=3,Remote,Assessment Engineer (Storage and Data Protection),Data Engineer
131,ADT Security Services,"Data Engineer Position Summary: As a Data Engineer in Customer Experience Operations, you will be responsible for designing and building data pipelines for business intelligence and advanced analytic activities such as dashboard creation and machine learning. You will help transform how we support the customer experience operation organization by elevating the use of data to drive more value. You will be responsible for establishing pipeline design and data integration frameworks that bridge current state activities with target opportunities. This role involves coding, designing, and implementing data solutions. You will work directly with senior stakeholders and decision makers. The ideal candidate will have working knowledge of SQL Server services, Google Cloud Platform, Python, data literacy practices, API integration and agile methodologies. In this role you will also trouble shoot data quality issues and coordinate break-fix activities across technology departments.Responsibilities: Responsible for building end to end data pipelines that provide raw, cleansed and transformed layers for data consumption.Responsible for data quality and ensuring data is as clean as possible for consumption activities.Design best practices for data processing, data modeling and warehouse development.Develop data strategies and designs to provide proactive solutions and enable stakeholders to extract insights and value from data.Understand end to end data interactions and dependencies across complex data pipelines and data transformation and how they impact business decisions.Create rapid prototypes to test concepts, stakeholder buy-in and conceptual direction.Responsible for data warehouse design, maintenance and understanding usage.Act as a change leader to introduce and implement increased capabilities to advance data usage.Partner with data and business users to develop a rich pipeline of value-added work.Oversee user acceptance testing for data releases to ensure high value output.Recommend technology and process improvements across the data environment.Reduce production support time.Partner across IT and business groups to identify integrated solution opportunities.Mentor and develop data users across CXO organization.Develop deep functional understanding of ADT Customer Experience Operations organization including Customer Care, Business Intelligence, Advanced Analytics, Retention, Sales, Marketing, Technology and Field Operations.Minimum Qualifications: BS in Computer Science, Information Systems, or related quantitative discipline.5+ years demonstrated experience with ETL technologies and building data pipelines.5+ years demonstrated experience with SQL Server (SSIS, SSRS).5+ years demonstrated experience building semantic layers to simplify reporting and analytics.2+ years demonstrated experience with cloud data warehouses (i.e. GCP BigQuery).Job Type: Full-timePay: $85,000.00 - $105,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insuranceLife insurancePaid time offTuition reimbursementVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payExperience:SQL: 5 years (Preferred)Work Location: Remote",https://www.indeed.com/company/ADT-Security-Services/jobs/Data-Engineer-851e16dc31815f3d?fccid=27a2140ddcca6697&vjs=3,+2 locationsRemote,Data Engineer,Data Engineer
132,Cisco Systems,"*** Must be a US Citizen and have the ability to obtain a U.S. Government Security Clearance***
What You’ll Do
As part of the CX Public Sector High Touch Technical Support (HTTS) team, you will work with an outstanding team of Tier 2 and 3 Customer Support Engineers. The CX PS HTTS team specialization in one of or more core technologies while understanding the foundations of our network products, protocols, and effective methodologies. You will be part of a collaborative team to provide support during critical network issues as well as leading a caseload of lower critical issues.

Who You’ll Work With
The CX Public Sector team provides second/third level technical support at security classification to the Federal and SLED customer base via phone, email, web, and remote access for R/S, Security, Collaboration, Datacenter, Wireless, Service Provider (both hardware and software) to Cisco customers, partners, account teams, and other engineers via phone/email/ consultation to independently solve & debug product problems. HTTS in Public Sector provides our Federal, SLED, and other customers operating within the regulatory space Cisco’s leading-edge technical support and services natively; thus redefining the way our customers meet their critical mission and business needs.

Who You Are
Minimum Qualifications: Sole US Citizenship and clearable for Top Secret clearance Technology expertise - CCIE or equivalent experience Resolution leader, problem-solving - troubleshooting methodology Communication & Facilitation, Listening & Affirmation, Influence & Persuasion, Public speaking & Presentation, Coaching Introspective - understand own social style, strength, flaws, and relation to others Results Focus - ego suppression, objectivity Phenomenal teammate passionate about customer success
Required skills Expertise with at least 1 of the following: Nexus ACI Routing/Switching
Nice-to-have skills Nexus Dashboard Tetration
Skills in server knowledge: Cisco UCS, VMware, Windows Server, Unix, Linux, Python,
REQUIRED EDUCATION Four-year college degree in Computer Science (or similar)
OTHER REQUIREMENTS US Citizen TOP SECRET/SCI with CI Poly Preferred Located in RTP, working in Cisco office daily Travel less than 25% Cisco Network Certifications (i.e., CCNA, CCIE, CISSP, CCNP, CCDA, etc.) a nice to have

Why Cisco
#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (36 years strong) and only about hardware, but we’re also a software company. And a security company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, give our egos a break, and give of ourselves (because giving back is built into our DNA.) We take accountability, bold steps, and take difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!


LI-VL1

dicesvs",https://www.indeed.com/rc/clk?jk=2263a363ce4f9842&fccid=904ac33af4a58e1e&vjs=3,"Research Triangle Park, NC",Customer Delivery High Touch Technical Engineer - Data Center,Data Engineer
133,Zayo Group,"Company Description
Zayo provides mission-critical bandwidth to the world’s most impactful companies, fueling the innovations that are transforming our society. Zayo’s 133,000-mile network in North America and Europe includes extensive metro connectivity to thousands of buildings and data centers. Zayo’s communications infrastructure solutions include dark fiber, private data networks, wavelengths, Ethernet, and dedicated Internet access. Zayo serves wireless and wireline carriers, media, tech, content, finance, healthcare and other large enterprises.
Position Description
 This role is responsible for the design, development, deployment of an MSSQL data warehouse to support analysis and reporting. The position is also responsible for maintaining, supporting, and enhancing existing integration systems as well as assisting in the ongoing development of technical best practices for data movement, data quality, data cleansing and other ETL related activities. This is an individual contributor position with no personnel responsibilities.
Essential Duties/Responsibilities:
• Member of the data engineering team working to protect, improve, and leverage the value of our data assets
• Build and automate new ETL processes to pull from many disparate data sources to centralize information in a new data warehouse design
• Maintain and develop existing data warehouse integrations and ETL processes to move data efficiently between various enterprise systems.
• Miscellaneous automation of data processes across a wide variety of customer platforms • Implements interfaces to meet changing integration requirements after fully understanding company specific configurations
• Production support for integration servers
• SQL & Reporting support across various business groups
• Follows standard test plan to test each client and ensure that configured functionality meets the needs of the company
• Negotiates and makes changes to existing interfaces as needed
• Ability to handle multiple priorities and meet aggressive deadlines
• Required to be part of an on-call rotation and will occasionally be responsible for after-hours maintenance work
Qualifications:
• Intermediate to Advanced SQL skills
• Proficiency in MS SQL Server, SSRS & MS BI stack preferred
• Bachelor's degree Business Intelligence, Computer Information Systems or similar • 5 or more years database design, data management, reporting and ETL. • The ability to collaborate across functional groups.
• The ability to communicate effectively at all levels of the organization.
• Prior experience with data migration/integration efforts
• Prior experience with Salesforce.com a plus
• Prior experience with Cast Iron integration application or similar tools a plus
Prior experience with DbAmp a plus
Base Salary Range- $65,600-$87,500
Benefits, Rewards & Wellness
Excellent Health, Dental & Vision Insurance
Retirement 401(k) Savings Plan
Fitness membership discounts
Generous paid time off policy including paid parental leave
Please note, in accordance with Zayo's commitment to providing and maintaining a workplace free of recognized hazards, all U.S. and Canadian employees and any employee, vendor, customer, or visitor who enters a Zayo office or facility in the U.S. and Canada must be fully vaccinated against COVID-19 and provide proof of such vaccination. If you are hired by Zayo, you will be required to provide proof of vaccination or have a valid religious or medical reason not to be vaccinated.",https://www.indeed.com/rc/clk?jk=38c35ae367b975c7&fccid=44666e7051739fbb&vjs=3,United States+5 locations,Data Engineer Specialist,Data Engineer
134,Sub-Zero Wolf,"Provide for, and supports, the development, analysis, implementation and security of all of the company’s analytical data solutions for corporate, affiliated distributors, and independent distributors. This position will manage, monitor and maintain company data warehouses, analytics solutions, and ensure the high availability of the data. This position is responsible for designing, building and implementing complex data warehouses, dimensional structures, data replication, and integrations in both on premise and cloud environments. This position will work in conjunction with Domain Architects, Data Analysts, Product Owners and other Data Engineers and work with Business Analysts, Product Owners and IT leadership to obtain business requirements, outline data solutions and implement.

Responsibilities

Act as a technical mentor and advisor within IT, including mentor junior staff as needed.
Analyze, plan and implement automated systems to solve complex business opportunities.
Write detailed design documents and assisting with gathering business requirements with business users and analysts.
Provide escalation support from other IT team members.
Ensure that data engineering documentation remains current, including documentation on data warehouse, ETL and structure metadata.
Design, develop, implement and maintain ETL and modeling processes on premise and in the cloud utilizing current ETL and modeling tools and methods
Design, implement and maintain semantic layers, datasets and data models.
Develop, implement, and maintain automated deployment pipelines and automated testing processes for modifications to the data warehouse environments.
Coordinate with appropriate IT and business stakeholders.
Participate in the execution and planning of team work utilizing Agile Scrum.
Assist with analysis for budgeting on future projects, tools, and technology.",https://www.indeed.com/rc/clk?jk=9cdd04fd0330122e&fccid=de79aef41fe8d12a&vjs=3,"Madison, WI 53711 53711",Data Engineer III,Data Engineer
135,Blutium,"Key Responsibilities: Build pipelines to manage audience data for personalised marketing campaigns, integrate audience data from various sources to build one view of the customerPerform experimentation at scale by tagging audiences based on complex hierarchy of customer, product, and regional factorsResponsible for development of the workflow orchestration & ETL pipelines within marketing's analytics and data science platforms. You will ensure that the data pipeline infrastructure meets the analysis, reporting, and data science needs of the marketing organization.Implement continued design, development and optimization of the marketing data pipelines & data prep infrastructure built on cutting-edge cloud technologies.Embrace an active team role to help design, implement, and launch efficient and reliable data pipelines moving data across several platforms including Data Warehouse, online caches, and real-time systems.Create data architecture that is flexible, scalable, and consistent for cross-functional use, and aligned to stakeholder business requirements.Deploy workflow orchestration and demonstrate expertise in data modeling, ETL development, and data warehousingValidate Data Engineering business data elements, organizational and business intelligence architecture designs for engineering functional areas from Dashboards, Data Lakes, Data Operations, ML - AI, and upstream/downstream intake and output processes,Qualification − BA/BS Degree in Computer Science, any Engineering discipline, Statistics, Information Systems or another quantitative field.Certifications − NAExperience − 5+ years of industry experience in data engineering, data science, or related field with a track record of manipulating, processing, and extracting value from large datasets − Work experience with developers and business areas to design, configure, deploy, and maintain custom ETL Infrastructure to support project initiatives − Experience in interacting with multiple teams, client stakeholders and able to fix the issues in a shorter span of time SkillsTechnical/Domain − Experience building and managing data pipelines and repositories in cloud environments such as Google Cloud, Microsoft Azure or AWS − Experience in Airflow is a must Page 3 of 4 Private & Confidential − Experience extracting/cleansing data and generating insights from large transactional data sets using Spark SQL, SQL, Python, and PySpark on cloud − Experience with optimizing Spark pipelines on Dataproc, Databricks or similar technologies. CompetenciesBehaviourl − Must have exceptional and effective communication, organization, and time management skills − Must be pro-active and determined (Initiates action, Analytical and problem solver)Job Types: Full-time, ContractPay: $100,000.00 - $110,000.00 per yearSchedule:8 hour shiftMonday to FridayExperience:airflow: 4 years (Required)Azure: 4 years (Required)AWS: 5 years (Required)Work Location: Remote",https://www.indeed.com/company/Blutium/jobs/Data-Engineer-067f5a64baa4bd44?fccid=07ba05388d24e41c&vjs=3,Remote,Data Engineer,Data Engineer
136,EPMA,"Our client is looking for an experienced Data Engineer for an initial contract of 6 months, with strong ability to extend based on performance.Start: ASAP Location: Remote (may be light travel in the future) Client HQ: Chicago, ILRole: Data Engineer: (4-5 years + experience)Experience working with Spark Structured Streaming, Pyspark, DatabricksExperience with creating and submitting Spark jobsExperience with debugging Spark jobs to optimize memory/cpuExperience working with one of the major cloud providers, viz, AWS, GCP, AzureExperience working with high frequency streaming dataExperience working on a client facing teamExperience working with version control systems such as GitExperience working on multi-skill scrum teamsGood communication skillsCandidate's with Independent visa may apply with no sponsorship required.Not accepting Corp to Corp- C2C applications.Job Type: Full-time",https://www.indeed.com/company/EPMA/jobs/Data-Engineer-ab78ec0a182cdb17?fccid=3d11d7e35a6c2115&vjs=3,+1 locationRemote,Data Engineer,Data Engineer
137,KLDiscovery,"KLDiscovery, a leading global provider of electronic discovery, information governance and data recovery services, is currently seeking a Software Developer I.Join the Data Storage Technology Engineering Team. The position will assist in review and analysis of applications, product development, and enhancements including documentation, code development, and unit testing of releases while adhering to KLDiscovery development processes and workflows with supervision and direction from lead developers and superiors.Remote, work from home opportunity.ResponsibilitiesDevelop, maintain, and update a variety of data recovery desktop applications that need to work with the latest technologies in the marketAssist team members with researching existing storage technologies from a hardware and software perspectiveDevelop automated unit testsDevelop automated functional and regression testsSupport bug fixes and implement enhancements to applications in ProductionWork with the SQA team on defect resolutionCreate design and user documentation as neededUtilize, communicate and enforce coding standardsSeek and participate in personal development opportunities to maintain a detailed knowledge of industry standards, engineering best practices, and business needsProvide Technical Support - bug fixes and implement enhancements to applications in Production within defined SLAWork in a team or with multiple organizational departments in a dynamic and rapidly changing environmentAdhere to development processes and workflowsQualificationsBS in Computer Science, Engineering, or related scientific field preferred1-2+ years of related experience preferredCapable of problem identification and resolutionsAbility to learn from others and adapt to standardsAbility to change projects as neededAbility to express complex technical concepts effectively, both verbally and in writingUnderstands various programming languages including C/C++, C#, SQL, Python, etc.Ability to work in a team or with multiple organizational departments in a dynamic and rapidly changing environmentAbility to pass a background check upon offerThis position does not qualify for VISA sponsorship .This position operates under International Traffic in Arms Regulations (ITAR) and therefore, any person hired must demonstrate with verifiable documentation that he/she is either (i) a U.S. Citizen; (ii) ac active Green Card Holder; pr (iii) a ""Protected Person"" as defined by 8 U.S.C. 1324(b)(a)(3).What We OfferA friendly and welcoming team-oriented environmentOpportunities for career advancement and growthBusiness casual dressMedical/Dental/Vision benefits as well as company provided Life Insurance, Short Term and Long-Term DisabilityPaid Time Off & 401k retirement savings plan with company matchOur Cultural ValuesEntrepreneurs at heart, we are a customer first team sharing one goal and one vision. We seek team members who are:Humble - No one is above another; we all work together to meet our clients’ needs and we acknowledge our own weaknessesHungry - We all are driven internally to be successful and to continually expand our contribution and impactSmart - We use emotional intelligence when working with one another and with clientsOur culture shapes our actions, our products, and the relationships we forge with our customers.Who We AreKLDiscovery provides technology-enabled services and software to help law firms, corporations, government agencies and consumers solve complex data challenges. The company, with offices in 40+ locations across 19 countries, is a global leader in delivering best-in-class eDiscovery, information governance and data recovery solutions to support the litigation, regulatory compliance, internal investigation and data recovery and management needs of our clients.Serving clients for over 30 years, KLDiscovery offers data collection and forensic investigation, early case assessment, electronic discovery and data processing, application software and data hosting for web-based document reviews, and managed document review services. In addition, through its global Ontrack Data Recovery business, KLDiscovery delivers world-class data recovery, email extraction and restoration, data destruction and tape management.KLDiscovery has been recognized as one of the fastest growing companies in North America by both Inc. Magazine (Inc. 5000) and Deloitte (Deloitte's Technology Fast 500) and CEO Chris Weiler was recognized as a 2014 Ernst & Young Entrepreneur of the Year™. Additionally, KLDiscovery is a Relativity Certified Partner and maintains ISO/IEC 27001 Certified data centers around the world.KLDiscovery is an Equal Opportunity Employer.Job Type: Full-time",https://www.indeed.com/company/KLDiscovery/jobs/Software-Engineer-dc384b11df710b78?fccid=d455b737dea6e4d9&vjs=3,"Remote in McLean, VA",Software Engineer I - Data Storage Team (Remote Opportunity),Data Engineer
138,Veear Projects,"Essentials for the role · Python coding skills for data movement and data manipulation (not app development)· SQL skill areas: table partitioning, bucketing, Hive, HQL, windowing functions, aggregates, ranking, table joins, self-joins, subqueries, data modelling, User defined functions (UDF) and Common Table Expressions (CTE)· Skills in optimizing SQL query performance.The team needs Data Engineer having strong in SQL and have great experience in building data frameworks. · Understand and execute SQL queries efficiently (understands the trade-off between different types of query)· Ability to ask the right questions, very good communication skills.· Good problem-solving skills (ability to think through problems and walk through the with the stakeholders)Job description: · Create and maintain optimal data pipeline architecture, · Assemble large, complex data sets that meet functional / non-functional business requirements.· Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.· Work with stakeholders including Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.· Experience building and optimizing data pipelines, architectures, and data sets.· A successful history of manipulating, processing, and extracting value from large, disconnected datasets.Job Types: Full-time, ContractPay: $80.00 - $125.00 per hourSchedule:Monday to FridayWork Location: Remote",https://www.indeed.com/company/Veear-Projects/jobs/Data-Engineer-9e924c053d70e33a?fccid=1b62f6efacf00111&vjs=3,Remote,Data Engineer,Data Engineer
